W	1064012873	11.579567194
W	1064012873	12.9288811684
W	1064012873	14.3666620255
W	1064012873	15.480864048
W	1064012873	16.5791020393
W	1064012873	17.6809370518
A	1064012873	18.8488781452
W	1064012873	20.0750491619
W	1064012873	21.0571570396
D	1064012873	22.1710591316
W	1064012873	23.2919690609
W	1064012873	24.4421801567
A	1064012873	25.648152113
W	1064012873	26.6620151997
W	1064012873	27.8149421215
W	1064012873	29.140868187
W	1064012873	30.308863163
W	1064012873	31.696901083
W	1064012873	32.8431119919
W	1064012873	34.0668401718
W	1064012873	35.447024107
W	1064012873	36.9462749958
W	1064012873	38.3887290955
W	1064012873	39.5169479847
W	1064012873	41.2052030563
A	1064012873	42.917855978
W	1064012873	43.9037730694
W	1064012873	45.1208870411
D	1064012873	46.6255362034
W	1064012873	47.7768681049
A	1064012873	49.2993760109
W	1064012873	50.4832100868
W	1064012873	51.686964035
W	1064012873	52.8823142052
W	1064012873	53.9488730431
A	1064012873	55.703056097
W	1064012873	57.1569330692
W	1064012873	59.1129181385
A	1064012873	60.4658930302
W	1064012873	61.6220860481
D	1064012873	62.8351080418
W	1064012873	63.7024459839
A	1064012873	65.0404150486
W	1064012873	66.1298840046
A	1064012873	67.4185709953
W	1064012873	68.5651290417
W	1064012873	69.6917951107
D	1064012873	70.9165790081
W	1064012873	71.9430751801
D	1064012873	73.0249772072
W	1064012873	74.4769020081
A	1064012873	75.831179142
W	1064012873	77.1188321114
