w	100000236689052	106.35353350639343
w	100000236689052	107.75552034378052
w	100000236689052	108.27261734008789
w	100000236689052	108.9765510559082
w	100000236689052	109.48495864868164
w	1783566124	109.73882746696472
w	100000236689052	109.99039554595947
w	100000236689052	110.24729418754578
S	100000438541194	110.50295639038086
w	100000236689052	110.756906747818
a	100000236689052	111.01092648506165
aa	100000236689052	111.26817035675049
W	100000557066067	111.33800029754639
a	100000236689052	111.59198689460754
a	100000236689052	111.8460283279419
a	100000236689052	112.10016703605652
a	100000236689052	112.35431742668152
s	1783566124	112.61016082763672
a	100000236689052	112.86422848701477
a	100000236689052	113.11837029457092
d	100000236689052	113.37403964996338
W	100000557066067	113.62673354148865
d	100000236689052	113.87757682800293
d	100000236689052	114.13004207611084
d	100000236689052	114.38343214988708
d	100000236689052	114.63739013671875
W	100000557066067	114.89263677597046
as	100000236689052	115.14652967453003
das	100000236689052	115.15031027793884
S	100000438541194	116.18296599388123
as	100000236689052	116.92554187774658
d	100000236689052	117.83263993263245
sa	100000236689052	119.05174922943115
w	100000236689052	119.92612195014954
d	100000236689052	120.84387874603271
W	100000557066067	121.09938764572144
d	100000236689052	121.3533685207367
d	100000236689052	121.6932737827301
d	100000236689052	122.0725109577179
d	100000236689052	122.4078516960144
d	100000236689052	122.75448298454285
d	100000236689052	123.28771710395813
d	100000236689052	123.54281759262085
d	100000236689052	123.79675269126892
d	100000236689052	124.05076742172241
d	100000236689052	124.30491971969604
d	100000236689052	124.5588891506195
d	100000236689052	125.12814116477966
A	100000438541194	125.38195180892944
A	100000575890999	125.86208772659302
d	100000236689052	126.11658143997192
d	100000236689052	126.63601756095886
a	100000236689052	126.88983130455017
a	100000236689052	127.14376711845398
a	100000236689052	127.40001893043518
a	100000236689052	127.65436267852783
a	100000236689052	127.91018271446228
S	100000575890999	128.1658205986023
a	100000236689052	128.41954135894775
a	100000236689052	128.6734573841095
W	100000557066067	128.928884267807
a	100000236689052	129.18273401260376
a	100000236689052	129.43669319152832
a	100000236689052	129.6914029121399
a	100000236689052	129.9472222328186
a	100000236689052	130.2010636329651
w	100000236689052	130.45491290092468
D	100000575890999	130.71030354499817
w	100000236689052	130.9641296863556
w	100000236689052	131.65138483047485
w	100000236689052	132.6624653339386
W	100000557066067	133.133451461792
W	100000575890999	133.38745760917664
ww	100000236689052	134.0523555278778
w	1783566124	134.25719046592712
wwwwwwwwwwwwwww	100000236689052	135.51759481430054
w	100000236689052	136.03025460243225
w	100000236689052	136.42374634742737
w	100000236689052	136.82510924339294
w	100000236689052	137.99942278862
D	100000557066067	138.2520534992218
w	100000236689052	138.92152762413025
S	100000438541194	141.431955575943
S	100000438541194	142.93655252456665
S	100000438541194	144.0569829940796
S	100000557066067	145.97705245018005
A	1080333929	146.59525299072266
w	1783566124	151.1945605278015
D	100000438541194	153.54996705055237
d	1783566124	154.18472290039062
w	1783566124	155.4747154712677
s	1783566124	157.43782711029053
W	1080333929	160.17291903495789
a	1783566124	160.51399540901184
a	1783566124	163.18780875205994
w	1783566124	165.1964888572693
d	1783566124	167.10211968421936
w	1783566124	169.5198073387146
a	1783566124	171.3505883216858
w	1783566124	173.11764407157898
W	100000557066067	174.88862991333008
w	1783566124	175.66884541511536
w	1783566124	176.56033515930176
W	100000557066067	177.2554099559784
W	100000575890999	177.7109501361847
w	1783566124	178.01318168640137
W	1080333929	178.57092213630676
A	100000557066067	178.82936668395996
a	1783566124	179.08354449272156
A	100000575890999	180.17337608337402
W	100000438541194	180.46122455596924
d	1783566124	181.13343334197998
Ws	100000557066067	182.79143261909485
d	1783566124	183.00262236595154
W	100000438541194	183.25798654556274
A	100000575890999	183.64144778251648
S	100000557066067	184.75324296951294
W	100000575890999	186.1383945941925
D	100000557066067	187.10316061973572
A	100000575890999	188.31827354431152
w	1783566124	189.06148219108582
S	1080333929	190.51013851165771
s	1783566124	190.88539695739746
D	100000575890999	191.55119013786316
D	100000557066067	191.9457504749298
W	100000557066067	193.61316871643066
A	100000557066067	195.79723405838013
a	1783566124	196.47470712661743
A	100000438541194	197.1202163696289
w	1783566124	197.3741261959076
W	100000557066067	197.67746233940125
W	1080333929	197.93305158615112
s	1783566124	201.5189552307129
S	100000575890999	201.9819929599762
S	1080333929	202.72062516212463
S	100000557066067	203.2771294116974
S	100000575890999	203.81250429153442
s	1783566124	204.0663230419159
s	1783566124	204.32029676437378
S	100000557066067	205.04170727729797
S	100000575890999	206.05258536338806
D	100000557066067	209.5485541820526
D	100000557066067	212.15345239639282
S	1080333929	215.30586194992065
A	100000575890999	216.30646347999573
w	1783566124	219.43710112571716
S	1080333929	220.1708858013153
S	100000575890999	220.42610955238342
w	1783566124	221.19522428512573
S	100000575890999	222.41088008880615
w	1783566124	223.14226388931274
S	1080333929	223.40016269683838
D	100000557066067	224.09758591651917
w	1783566124	224.95689177513123
S	1080333929	225.39058017730713
S	100000575890999	225.76833987236023
D	100000557066067	226.42772316932678
W	1080333929	229.07479095458984
W	100000575890999	229.40186762809753
W	100000557066067	229.69446110725403
W	100000557066067	231.3245506286621
s	1783566124	231.57849669456482
A	100000575890999	231.85484313964844
W	1080333929	232.13264203071594
s	1783566124	232.85678672790527
s	1783566124	233.79096388816833
W	100000557066067	234.04677534103394
W	100000575890999	234.3023965358734
s	1783566124	234.6597056388855
W	1080333929	234.91371989250183
W	100000557066067	236.28245329856873
W	100000575890999	236.88886833190918
W	1080333929	238.1143388748169
W	100000575890999	238.86284375190735
W	100000557066067	239.24242782592773
D	100000557066067	241.41945719718933
D	100000575890999	241.67337036132812
D	1080333929	241.9303433895111
W	100000557066067	243.67389607429504
W	100000575890999	244.24182200431824
W	100000557066067	245.94586277008057
A	100000575890999	247.54418420791626
S	1080333929	248.27927589416504
S	100000557066067	248.5748724937439
A	100000575890999	249.66393327713013
S	100000575890999	251.93248891830444
sw	1783566124	252.18639492988586
W	100000557066067	252.26424074172974
W	1080333929	252.51539397239685
w	1783566124	253.7728455066681
S	100000575890999	254.47926998138428
W	100000557066067	254.73319387435913
W	1080333929	255.03404831886292
w	1783566124	255.60848736763
S	100000575890999	256.6879303455353
w	1783566124	256.94338488578796
D	100000557066067	257.73359751701355
A	1080333929	258.70232486724854
W	100000557066067	260.45307302474976
A	1080333929	261.0020749568939
W	100000557066067	262.91118574142456
aw	1783566124	263.1649103164673
W	1080333929	263.3330464363098
W	100000575890999	263.66360116004944
S	100000575890999	266.676561832428
s	1783566124	267.8045253753662
S	100000557066067	268.1453604698181
S	100000575890999	268.9820547103882
s	1783566124	269.373172044754
S	100000557066067	270.01581931114197
s	1783566124	270.27149653434753
S	100000575890999	270.90613627433777
S	100000575890999	272.61963653564453
Ss	100000557066067	273.28840136528015
d	1783566124	273.4565556049347
S	1080333929	273.7077090740204
S	100000575890999	274.7318398952484
W	100000575890999	276.51262378692627
w	1783566124	276.76377391815186
W	1080333929	277.0444874763489
S	100000557066067	277.300261259079
w	1783566124	279.08027172088623
W	100000575890999	279.3344430923462
S	100000557066067	279.585134267807
w	1783566124	280.98624300956726
S	100000557066067	281.3771562576294
W	100000575890999	281.6538579463959
W	1080333929	283.4059534072876
w	1783566124	284.14635467529297
W	100000575890999	284.4041211605072
W	100000557066067	284.6594614982605
S	100000438541194	284.91442346572876
A	100000575890999	286.5427134037018
A	100000557066067	286.7982966899872
S	1080333929	288.2474057674408
D	100000557066067	288.8090217113495
W	100000575890999	289.0660514831543
A	100000575890999	291.34827971458435
W	1080333929	291.6188077926636
S	100000557066067	292.49380683898926
w	1783566124	293.5354483127594
w	1783566124	294.53654956817627
W	100000557066067	294.7904806137085
Ww	100000575890999	295.0459084510803
W	1080333929	295.1852021217346
w	1783566124	295.58587169647217
d	1783566124	296.89499831199646
E	100000575890999	298.1434919834137
W	1080333929	298.30634808540344
W	100000557066067	299.1996338367462
wa	1783566124	300.12591528892517
W	100000557066067	300.4865880012512
A	1080333929	301.14155530929565
A	100000575890999	301.398396730423
W	100000557066067	302.93685960769653
E	100000575890999	303.8004958629608
D	100000557066067	305.3888716697693
D	1080333929	305.642614364624
D	100000575890999	306.55850172042847
W	100000557066067	307.3895523548126
D	100000438541194	307.64491748809814
W	100000575890999	309.6610207557678
S	1080333929	309.9178524017334
D	100000557066067	310.17171478271484
w	1783566124	311.84682631492615
W	100000557066067	312.1047966480255
W	100000575890999	312.50897574424744
W	1080333929	312.7641291618347
w	1783566124	313.2367751598358
W	100000557066067	313.7715148925781
W	100000575890999	314.66268134117126
d	1783566124	315.1101086139679
D	100000557066067	315.51153111457825
W	100000575890999	316.9780321121216
Ds	1080333929	318.68548011779785
d	1783566124	319.04692029953003
Wa	100000557066067	319.5565037727356
W	100000575890999	319.80983662605286
S	1080333929	320.5833029747009
d	1783566124	321.3770432472229
A	100000557066067	322.4979522228241
S	1080333929	322.75185656547546
W	100000575890999	323.6894633769989
D	1080333929	327.146231174469
D	100000557066067	327.74224066734314
D	100000438541194	330.09774231910706
W	100000438541194	330.99632477760315
W	100000438541194	331.90999460220337
A	1080333929	332.9339199066162
D	100000575890999	334.6662805080414
s	1783566124	335.4266119003296
a	1783566124	337.72729992866516
D	100000575890999	338.7241518497467
a	1783566124	339.47306847572327
S	1080333929	340.1081576347351
S	1080333929	342.34164214134216
d	1783566124	342.90269899368286
A	100000575890999	343.1580526828766
S	1080333929	343.477979183197
S	1080333929	344.58805084228516
S	1080333929	345.5063781738281
A	100000575890999	345.76024103164673
W	100000575890999	348.49060678482056
W	100000575890999	350.8372039794922
W	100000575890999	353.2989547252655
S	100000575890999	355.4094488620758
S	1080333929	356.609726190567
D	100000575890999	357.85826301574707
Dw	1080333929	360.813369512558
D	100000438541194	361.07610416412354
W	1080333929	362.68969917297363
A	100000438541194	365.4902436733246
S	1080333929	367.0404109954834
W	1080333929	370.3086106777191
W	1080333929	376.4087402820587
W	100000438541194	377.2721583843231
A	1080333929	379.60631251335144
A	100000438541194	381.8233768939972
W	1080333929	382.07899928092957
D	1080333929	384.8067924976349
W	1080333929	387.05141973495483
A	1080333929	389.10826206207275
W	1080333929	392.4119610786438
W	1080333929	394.5107147693634
W	1080333929	395.7910077571869
D	1080333929	397.84590435028076
W	1080333929	399.8756937980652
A	1080333929	402.0358536243439
W	1080333929	404.0117919445038
W	1080333929	405.83202838897705
E	1080333929	407.5538856983185
W	1080333929	411.2664351463318
W	100000438541194	412.9929723739624
W	1080333929	413.404905796051
D	1080333929	416.24947929382324
W	1080333929	418.79158544540405
A	1080333929	420.8414363861084
W	1080333929	423.18743538856506
S	1080333929	427.88524866104126
S	100000438541194	428.1404232978821
S	100000438541194	428.71531796455383
S	1080333929	429.12561559677124
S	100000438541194	429.38098764419556
S	1080333929	430.29373240470886
S	100000438541194	431.45053482055664
S	1080333929	432.28381180763245
S	1080333929	435.36999440193176
A	100000438541194	436.1013271808624
S	1080333929	439.23908138275146
S	1080333929	441.18842911720276
S	1080333929	443.32031869888306
S	1080333929	445.238707780838
S	1080333929	447.01614117622375
A	1080333929	449.18836426734924
D	100000438541194	450.62570786476135
A	1080333929	451.7496702671051
W	1080333929	454.15579104423523
W	100000438541194	455.5769329071045
None	1080333929	456.0892496109009
W	1080333929	457.76185488700867
A	100000438541194	459.70322155952454
A	1080333929	459.9586253166199
D	1080333929	462.53316617012024
W	1080333929	464.76217889785767
W	1080333929	466.98532938957214
Wa	1080333929	469.69315814971924
A	100000438541194	471.22861552238464
A	1080333929	471.5384376049042
D	1080333929	474.71095538139343
D	1080333929	477.5488920211792
W	1080333929	480.14007019996643
A	1080333929	485.0173270702362
A	100000438541194	486.01632475852966
D	1080333929	489.5148639678955
W	1080333929	492.0939588546753
W	100000438541194	494.3736529350281
S	100000438541194	497.91805958747864
