a	10.0.0.225	4.01537704468
aw	10.0.0.165	4.11085319519
w	10.0.0.119	5.3727221489
ww	10.0.0.165	5.51412415504
w	10.0.0.40	5.9973461628
d	10.0.0.225	6.36191701889
a	10.0.0.165	6.61902308464
d	10.0.0.40	7.09725403786
s	10.0.0.225	7.49892902374
w	10.0.0.165	8.61824297905
ww	10.0.0.40	8.65021920204
d	10.0.0.225	8.95875716209
w	10.0.0.119	9.03493404388
w	10.0.0.119	9.68515014648
ww	10.0.0.40	9.80813312531
w	10.0.0.165	10.2015171051
d	10.0.0.225	10.8062419891
dw	10.0.0.40	10.8706841469
ww	10.0.0.165	11.0070230961
w	10.0.0.40	11.4421770573
a	10.0.0.165	11.8715031147
w	10.0.0.225	12.4892652035
wa	10.0.0.40	12.5398440361
w	10.0.0.40	13.5012540817
w	10.0.0.225	13.8259861469
w	10.0.0.40	14.3466851711
w	10.0.0.40	14.6842291355
ww	10.0.0.165	14.7237291336
w	10.0.0.165	15.0827040672
a	10.0.0.40	16.0972809792
w	10.0.0.165	16.4339971542
ww	10.0.0.225	16.5676941872
w	10.0.0.40	17.0227210522
w	10.0.0.225	17.4628582001
d	10.0.0.165	17.8302941322
dw	10.0.0.225	17.8860831261
dwd	10.0.0.40	17.9681420326
w	10.0.0.225	18.2759151459
w	10.0.0.40	18.8774621487
w	10.0.0.225	19.7097151279
w	10.0.0.225	20.5486500263
ww	10.0.0.165	20.7169389725
www	10.0.0.40	20.7172551155
w	10.0.0.225	21.1048700809
w	10.0.0.165	21.3225080967
w	10.0.0.40	21.7199020386
d	10.0.0.40	21.9839730263
dd	10.0.0.165	22.1523201466
ds	10.0.0.225	22.2745730877
a	10.0.0.165	23.2717850208
a	10.0.0.40	23.5019001961
aw	10.0.0.165	23.627010107
a	10.0.0.40	23.9208240509
a	10.0.0.119	24.158190012
d	10.0.0.165	24.8084771633
dw	10.0.0.225	24.8860270977
d	10.0.0.40	25.4888031483
d	10.0.0.165	26.0647621155
d	10.0.0.225	26.5417120457
dd	10.0.0.40	26.5701391697
d	10.0.0.40	26.8517529964
d	10.0.0.165	27.1479890347
d	10.0.0.165	27.5120360851
w	10.0.0.40	28.1124000549
wa	10.0.0.165	28.2084619999
a	10.0.0.225	29.0068349838
a	10.0.0.40	29.2902760506
aw	10.0.0.225	29.3560051918
w	10.0.0.40	29.6721491814
w	10.0.0.40	29.8554229736
d	10.0.0.165	30.9779031277
w	10.0.0.40	31.2567310333
a	10.0.0.40	32.5571479797
aw	10.0.0.165	32.6927821636
awa	10.0.0.40	32.693103075
w	10.0.0.225	33.1307439804
a	10.0.0.40	34.657984972
a	10.0.0.165	35.1213359833
w	10.0.0.40	36.3987221718
w	10.0.0.165	36.9374010563
d	10.0.0.165	37.9447669983
da	10.0.0.40	38.0308930874
a	10.0.0.40	39.826364994
as	10.0.0.119	39.8509449959
d	10.0.0.165	40.4826211929
d	10.0.0.40	41.1126921177
w	10.0.0.40	42.2192921638
w	10.0.0.165	42.7921721935
ww	10.0.0.225	42.9315540791
w	10.0.0.40	43.4000341892
w	10.0.0.40	44.1860129833
w	10.0.0.40	44.5063700676
w	10.0.0.225	44.8782789707
ww	10.0.0.165	45.0089120865
w	10.0.0.225	45.3638501167
w	10.0.0.40	45.5811321735
wa	10.0.0.40	45.7352571487
a	10.0.0.40	46.6393110752
a	10.0.0.165	46.8588700294
a	10.0.0.225	47.1483230591
a	10.0.0.40	48.4598970413
sa	10.0.0.165	48.8676300049
sa	10.0.0.225	48.8678750992
a	10.0.0.40	49.3530881405
a	10.0.0.225	49.9820961952
a	10.0.0.40	50.2830140591
aa	10.0.0.165	50.3421030045
w	10.0.0.40	50.5636100769
a	10.0.0.225	51.0632100105
a	10.0.0.119	52.0437271595
ad	10.0.0.40	52.237621069
a	10.0.0.165	52.5468080044
d	10.0.0.40	53.7523779869
s	10.0.0.165	54.2393290997
a	10.0.0.225	54.4865729809
a	10.0.0.40	54.7255101204
a	10.0.0.40	54.9325950146
w	10.0.0.40	56.2658209801
ww	10.0.0.165	56.266174078
wws	10.0.0.119	56.3179330826
wwsw	10.0.0.225	56.3671250343
ww	10.0.0.40	56.5598151684
w	10.0.0.165	57.2995071411
w	10.0.0.40	57.6189100742
w	10.0.0.165	58.3807849884
w	10.0.0.40	58.9190890789
w	10.0.0.165	59.9819390774
s	10.0.0.119	60.6519320011
