w	10.0.0.40	7.50629901886
w	10.0.0.40	8.38062310219
w	10.0.0.40	9.2068810463
w	10.0.0.40	10.2397050858
w	10.0.0.40	11.1196329594
w	10.0.0.40	11.8832650185
w	10.0.0.40	12.797298193
w	10.0.0.40	13.8069970608
a	10.0.0.40	16.5857479572
w	10.0.0.40	18.7321510315
w	10.0.0.40	19.5766041279
w	10.0.0.40	20.2748961449
w	10.0.0.40	20.9467611313
w	10.0.0.40	21.5915281773
d	10.0.0.40	22.4462871552
w	10.0.0.40	23.3886351585
w	10.0.0.40	23.7798411846
w	10.0.0.40	24.4295930862
w	10.0.0.40	25.0091640949
a	10.0.0.40	25.6012749672
w	10.0.0.40	27.302888155
w	10.0.0.40	27.5374310017
d	10.0.0.40	28.7023260593
w	10.0.0.40	29.7160201073
w	10.0.0.40	30.9311740398
a	10.0.0.40	31.8538379669
w	10.0.0.40	33.2259039879
a	10.0.0.40	34.953068018
w	10.0.0.40	36.143018961
w	10.0.0.40	37.1647410393
w	10.0.0.40	38.1157541275
w	10.0.0.40	39.2520041466
w	10.0.0.40	40.1479420662
w	10.0.0.40	41.0346090794
w	10.0.0.40	41.9390480518
a	10.0.0.40	44.1876170635
w	10.0.0.40	45.3641610146
w	10.0.0.40	46.330548048
d	10.0.0.40	47.7175321579
w	10.0.0.40	49.0975999832
