w	10.0.0.40	3.24305796623
ww	10.0.0.225	3.4123980999
s	10.0.0.165	3.78674411774
s	10.0.0.225	4.33634495735
sa	10.0.0.40	4.43501591682
a	10.0.0.225	5.39895892143
ad	10.0.0.165	5.55254602432
w	10.0.0.40	5.77115797997
w	10.0.0.119	6.02172803879
w	10.0.0.225	6.91268897057
ww	10.0.0.40	7.09005403519
d	10.0.0.40	8.16367697716
d	10.0.0.225	8.5589299202
ds	10.0.0.165	8.61509013176
w	10.0.0.40	9.15824198723
w	10.0.0.40	10.0609059334
wa	10.0.0.225	10.1065340042
d	10.0.0.165	10.464715004
a	10.0.0.40	10.7993359566
a	10.0.0.225	11.487539053
a	10.0.0.40	11.8091719151
s	10.0.0.165	12.2670171261
d	10.0.0.165	12.6559231281
d	10.0.0.225	13.2701771259
dw	10.0.0.40	13.3145060539
d	10.0.0.165	14.157943964
dw	10.0.0.40	14.267745018
dww	10.0.0.225	14.3437111378
wd	10.0.0.165	14.5351519585
d	10.0.0.165	15.4613361359
a	10.0.0.40	15.9867360592
a	10.0.0.225	16.6431529522
a	10.0.0.40	17.4289400578
a	10.0.0.225	18.3845899105
as	10.0.0.165	18.4292440414
a	10.0.0.40	19.2140140533
s	10.0.0.165	19.7977991104
sw	10.0.0.225	19.8549580574
w	10.0.0.40	20.6768090725
s	10.0.0.165	21.6158890724
sw	10.0.0.40	21.7479159832
s	10.0.0.165	21.9881050587
w	10.0.0.40	22.7122061253
w	10.0.0.225	23.0013539791
ws	10.0.0.165	23.0100059509
s	10.0.0.165	23.8415079117
s	10.0.0.165	24.1934800148
sw	10.0.0.40	24.2520740032
d	10.0.0.225	24.6712639332
w	10.0.0.225	25.3667740822
w	10.0.0.40	25.7992219925
wa	10.0.0.40	25.9727809429
wa	10.0.0.165	26.2352039814
wa	10.0.0.225	26.2354691029
w	10.0.0.40	27.1237649918
ww	10.0.0.119	27.2119150162
d	10.0.0.165	27.7994821072
dd	10.0.0.225	27.9429829121
w	10.0.0.40	28.1509361267
a	10.0.0.40	29.1163871288
aa	10.0.0.225	29.2668571472
a	10.0.0.40	29.6130371094
w	10.0.0.225	30.6547241211
wd	10.0.0.40	30.7087049484
w	10.0.0.40	32.7182600498
wd	10.0.0.225	32.7538571358
s	10.0.0.165	33.1242580414
s	10.0.0.165	33.4959309101
d	10.0.0.40	33.7950150967
dd	10.0.0.225	33.9788861275
d	10.0.0.225	34.4214279652
w	10.0.0.40	35.1718869209
a	10.0.0.40	35.4813389778
w	10.0.0.225	35.9860150814
ww	10.0.0.119	35.9891121387
a	10.0.0.225	36.4436929226
aw	10.0.0.40	36.5526680946
w	10.0.0.40	37.6518290043
ww	10.0.0.119	37.8107991219
w	10.0.0.40	38.737293005
a	10.0.0.40	39.9787359238
w	10.0.0.225	41.0671970844
s	10.0.0.165	42.193723917
sw	10.0.0.40	42.3570549488
s	10.0.0.165	42.6415300369
s	10.0.0.165	43.5738351345
sw	10.0.0.40	43.6086621284
s	10.0.0.165	43.9561030865
s	10.0.0.165	44.9319710732
sw	10.0.0.225	45.1306810379
s	10.0.0.165	45.3601961136
sw	10.0.0.40	45.4697520733
s	10.0.0.165	46.6715791225
w	10.0.0.119	46.9672579765
s	10.0.0.165	47.7556860447
sw	10.0.0.225	47.8563821316
s	10.0.0.165	48.1891109943
s	10.0.0.165	49.7187170982
w	10.0.0.225	50.3208229542
s	10.0.0.165	50.5807640553
w	10.0.0.40	50.9265329838
ws	10.0.0.165	50.9840369225
s	10.0.0.165	51.9656951427
sw	10.0.0.40	51.9741299152
s	10.0.0.165	52.4655609131
w	10.0.0.40	53.2521030903
ws	10.0.0.165	53.3282749653
s	10.0.0.165	54.1436450481
w	10.0.0.40	54.787801981
s	10.0.0.165	55.1355240345
s	10.0.0.165	55.5053770542
w	10.0.0.40	55.9972140789
s	10.0.0.165	56.4727189541
s	10.0.0.165	56.7753660679
w	10.0.0.40	57.4491319656
w	10.0.0.40	57.7956120968
w	10.0.0.40	58.8928699493
w	10.0.0.40	59.9348709583
wd	10.0.0.165	60.0114450455
w	10.0.0.225	60.245167017
w	10.0.0.225	60.5983269215
a	10.0.0.40	61.2763941288
d	10.0.0.165	62.433300972
dw	10.0.0.40	62.5467691422
d	10.0.0.165	62.8406000137
w	10.0.0.40	63.6057810783
wa	10.0.0.40	63.7919681072
d	10.0.0.165	64.1880950928
w	10.0.0.40	64.962898016
a	10.0.0.40	66.0382070541
w	10.0.0.40	66.8969070911
wa	10.0.0.225	66.9042160511
wad	10.0.0.165	67.0499639511
w	10.0.0.225	67.4208979607
w	10.0.0.40	68.0020251274
wa	10.0.0.40	68.1325199604
a	10.0.0.40	69.0828371048
a	10.0.0.40	70.1194291115
d	10.0.0.165	70.5958259106
da	10.0.0.119	70.6315839291
w	10.0.0.40	71.0834619999
w	10.0.0.40	71.319026947
a	10.0.0.40	72.6194839478
a	10.0.0.40	72.9718210697
a	10.0.0.225	73.7128529549
a	10.0.0.40	74.0814459324
aw	10.0.0.225	74.1471560001
a	10.0.0.225	74.5217730999
aa	10.0.0.40	74.5485141277
w	10.0.0.225	74.9409999847
a	10.0.0.225	75.2577941418
w	10.0.0.119	75.8397700787
d	10.0.0.40	76.1980760098
d	10.0.0.40	78.1789281368
a	10.0.0.225	79.2148549557
s	10.0.0.40	79.5727670193
sw	10.0.0.225	79.6071090698
a	10.0.0.225	80.0080959797
w	10.0.0.225	80.3822739124
a	10.0.0.225	80.7702429295
d	10.0.0.40	80.9985949993
dd	10.0.0.165	81.0439729691
ddw	10.0.0.225	81.1593179703
w	10.0.0.225	82.3051300049
a	10.0.0.225	82.649533987
as	10.0.0.40	82.7463209629
ss	10.0.0.165	82.9125490189
sw	10.0.0.225	83.0479021072
d	10.0.0.40	84.7552039623
ds	10.0.0.165	84.927644968
s	10.0.0.225	85.4201960564
d	10.0.0.40	86.2584450245
ds	10.0.0.225	86.3909330368
d	10.0.0.225	87.3897681236
w	10.0.0.40	87.6355700493
ws	10.0.0.225	87.7749109268
a	10.0.0.40	88.6892240047
w	10.0.0.225	89.6403479576
ww	10.0.0.40	89.7494699955
w	10.0.0.225	90.1412601471
a	10.0.0.40	90.6928429604
d	10.0.0.165	92.2441110611
a	10.0.0.40	92.5106060505
a	10.0.0.40	93.6699719429
a	10.0.0.40	94.9507200718
a	10.0.0.165	95.3319730759
aa	10.0.0.119	95.3700339794
a	10.0.0.165	95.6897580624
w	10.0.0.40	95.9685671329
w	10.0.0.225	96.5333111286
w	10.0.0.40	97.0520579815
a	10.0.0.40	98.7145841122
aa	10.0.0.165	98.8521399498
a	10.0.0.40	99.9974370003
w	10.0.0.40	101.123601913
a	10.0.0.165	103.313364983
aw	10.0.0.40	103.357707977
a	10.0.0.165	103.733426094
a	10.0.0.165	104.140530109
w	10.0.0.40	104.593068123
w	10.0.0.40	105.787118912
s	10.0.0.165	106.464426994
d	10.0.0.40	106.982816935
dw	10.0.0.225	107.17871809
w	10.0.0.40	108.223458052
a	10.0.0.225	108.527992964
a	10.0.0.40	109.166237116
w	10.0.0.225	109.417882919
s	10.0.0.165	110.852538109
sw	10.0.0.40	110.993322134
s	10.0.0.165	111.361056089
w	10.0.0.40	111.998143911
s	10.0.0.165	112.348190069
sw	10.0.0.225	112.369249105
s	10.0.0.165	112.798687935
w	10.0.0.225	113.320652962
w	10.0.0.40	113.623211145
s	10.0.0.165	114.185212135
sw	10.0.0.225	114.366193056
w	10.0.0.40	115.210035086
ww	10.0.0.225	115.231279135
wws	10.0.0.165	115.250386
w	10.0.0.40	115.588299036
a	10.0.0.225	115.810971022
w	10.0.0.225	116.285905123
ws	10.0.0.165	116.407935143
w	10.0.0.40	116.744887114
wa	10.0.0.225	116.851513147
ad	10.0.0.40	116.994166136
w	10.0.0.225	117.262098074
s	10.0.0.165	117.525744915
d	10.0.0.40	117.929531097
dd	10.0.0.40	118.109256029
dd	10.0.0.225	118.267128944
s	10.0.0.165	118.718684912
w	10.0.0.40	119.439427137
ww	10.0.0.40	119.615467072
ws	10.0.0.165	119.726681948
w	10.0.0.225	119.981271029
s	10.0.0.165	120.853944063
sw	10.0.0.225	120.864737034
w	10.0.0.225	121.187005997
s	10.0.0.165	121.407469988
sw	10.0.0.225	121.502321959
s	10.0.0.165	121.874130964
s	10.0.0.165	122.701277971
w	10.0.0.40	122.984087944
w	10.0.0.40	123.347790956
ws	10.0.0.165	123.396204948
w	10.0.0.225	123.978620052
s	10.0.0.165	124.705662966
sw	10.0.0.225	124.878309011
ww	10.0.0.40	124.970626116
w	10.0.0.225	125.192336082
ws	10.0.0.165	125.249901056
sw	10.0.0.40	125.282247066
w	10.0.0.40	126.21786809
ws	10.0.0.165	126.225624084
a	10.0.0.119	126.520017147
aw	10.0.0.40	126.52016902
s	10.0.0.165	127.141175985
s	10.0.0.165	127.445460081
a	10.0.0.40	128.109579086
s	10.0.0.165	128.361195087
sa	10.0.0.119	128.54151392
w	10.0.0.40	129.477729082
d	10.0.0.165	130.767934084
dd	10.0.0.40	130.822686911
dw	10.0.0.119	131.015898943
wd	10.0.0.165	131.134200096
w	10.0.0.225	131.609511137
w	10.0.0.225	132.034158945
w	10.0.0.40	132.372937918
d	10.0.0.165	133.514966011
da	10.0.0.40	133.583971977
d	10.0.0.165	133.944057941
d	10.0.0.165	134.824754953
da	10.0.0.40	134.960660934
aa	10.0.0.40	135.11184907
a	10.0.0.40	136.217217922
as	10.0.0.165	136.366452932
sa	10.0.0.40	136.44195509
s	10.0.0.225	137.215261936
a	10.0.0.119	137.465544939
w	10.0.0.40	137.75276804
d	10.0.0.225	138.103487015
w	10.0.0.40	138.699944973
w	10.0.0.40	138.902507067
w	10.0.0.225	139.308490992
w	10.0.0.40	139.891474009
ww	10.0.0.40	140.087284088
w	10.0.0.40	141.23140192
s	10.0.0.165	141.672611952
a	10.0.0.40	142.38203311
a	10.0.0.40	143.321066141
as	10.0.0.165	143.321126938
s	10.0.0.165	143.685575008
w	10.0.0.40	144.058290958
w	10.0.0.225	144.504034042
s	10.0.0.165	144.721849918
sw	10.0.0.225	144.925174952
ws	10.0.0.165	145.116369009
w	10.0.0.119	145.558141947
ww	10.0.0.40	145.729257107
ws	10.0.0.165	145.903959036
s	10.0.0.225	147.201142073
sd	10.0.0.40	147.227988958
s	10.0.0.165	147.436002016
d	10.0.0.225	147.843276024
d	10.0.0.119	148.405692101
dd	10.0.0.40	148.494714975
ddd	10.0.0.40	148.587731123
d	10.0.0.225	149.388087034
a	10.0.0.40	149.604937077
a	10.0.0.40	149.889995098
w	10.0.0.225	150.43001914
a	10.0.0.40	150.954658031
aa	10.0.0.40	151.09980011
w	10.0.0.165	151.500970125
w	10.0.0.165	152.409228086
d	10.0.0.225	152.873053074
w	10.0.0.225	153.371354103
d	10.0.0.225	154.350541115
w	10.0.0.225	154.76027298
a	10.0.0.40	154.990118027
w	10.0.0.165	156.733089924
