w	10.0.0.40	26.1563091278
w	10.0.0.40	27.7297160625
w	10.0.0.40	29.6185860634
d	10.0.0.40	30.8502120972
w	10.0.0.40	31.8191261292
w	10.0.0.40	32.7401521206
w	10.0.0.40	33.6327130795
w	10.0.0.40	34.6389710903
w	10.0.0.40	35.5681900978
a	10.0.0.40	36.4821171761
aw	10.0.0.40	36.6241190434
w	10.0.0.40	37.90437603
w	10.0.0.40	38.2142181396
d	10.0.0.40	39.1820139885
w	10.0.0.40	40.3014900684
w	10.0.0.40	41.972867012
w	10.0.0.40	44.4070160389
w	10.0.0.40	45.687680006
w	10.0.0.40	47.0544991493
a	10.0.0.40	48.498262167
a	10.0.0.40	49.8979811668
w	10.0.0.40	51.1830151081
w	10.0.0.40	52.4741241932
a	10.0.0.40	53.5663261414
w	10.0.0.40	55.7001531124
w	10.0.0.40	56.7671370506
w	10.0.0.40	57.926074028
d	10.0.0.40	58.9757862091
w	10.0.0.40	59.9413471222
w	10.0.0.40	61.005243063
w	10.0.0.40	62.3728370667
d	10.0.0.40	63.2167510986
w	10.0.0.40	64.1119201183
w	10.0.0.40	65.1292190552
a	10.0.0.40	66.0745601654
w	10.0.0.40	67.1402711868
d	10.0.0.40	68.119533062
w	10.0.0.40	69.0902600288
w	10.0.0.40	70.2316350937
w	10.0.0.40	71.835091114
d	10.0.0.40	72.8480582237
w	10.0.0.40	73.8105351925
w	10.0.0.40	74.9508850574
w	10.0.0.40	76.1816101074
w	10.0.0.40	77.3864350319
w	10.0.0.40	78.6356070042
d	10.0.0.40	79.9797451496
a	10.0.0.40	81.2717020512
w	10.0.0.40	82.0973680019
a	10.0.0.40	83.3924641609
a	10.0.0.40	84.7226481438
w	10.0.0.40	86.2492802143
w	10.0.0.40	87.3590600491
w	10.0.0.40	88.2839200497
a	10.0.0.40	90.4756131172
w	10.0.0.40	91.5484280586
w	10.0.0.40	92.4726011753
w	10.0.0.40	93.3559041023
w	10.0.0.40	95.7022612095
w	10.0.0.40	96.8239500523
w	10.0.0.40	98.1120660305
w	10.0.0.40	99.3902390003
